1468898915 0 617 0 0
1468974874 0 617 1728 0
1468975019 0 617 9973 0
1468976128 0 617 11451 0
1468977851 0 617 11451 0
1469501480 3 617 11451 0
1469505148 145 617 11451 0
1469505274 148 617 11451 0
1469505397 169 617 11451 0
1469505481 217 617 11451 0
1469506341 305 617 11451 0
1469506411 307 617 11451 0
1469506553 321 617 11451 0
1469507120 345 617 11451 0
1469507818 412 617 11451 0
1469508621 412 620 11451 0
1469511371 453 620 11451 0
1469511811 501 620 11451 0
1469512003 506 620 11451 0
1469512308 517 620 11451 0
1469512418 531 620 11451 0
1469512641 581 620 11451 0
1469513146 611 620 11451 0
1469513366 644 620 11451 0
1469513480 650 620 11451 0
1469514092 707 620 11451 0
1469514103 707 620 11451 0
1469515123 805 620 11451 0
1469515168 806 620 11451 0
1469516234 884 620 11451 0
1469516755 934 620 11451 0
1469516843 935 620 11451 0
1469517130 980 620 11451 0
1469517219 990 620 11451 0
1469517532 1014 620 11451 0
1469524777 1197 620 11451 0
1469595606 1282 620 11451 0
1469595876 1284 620 11451 0
1469596001 1287 620 11451 0
1469596311 1311 620 11451 0
1469596430 1317 620 11451 0
1469597376 1351 620 11451 0
1469597467 1356 620 11451 0
1469599200 1432 620 11451 0
1469600043 1437 620 11451 0
1469600413 1440 620 11451 0
1469601525 1456 620 11451 0
1469602039 1471 620 11451 0
1469603932 1520 620 11451 0
1469604292 1539 620 11451 0
1469605783 2128 620 11451 0
1469667705 2131 620 11451 0
1469670626 2133 620 11451 0
1469674815 2240 620 11451 0
1469676507 2249 620 11451 0
1469676598 2251 620 11451 0
1469677676 2294 620 11451 0
1469678048 2302 620 11451 0
1469678758 2306 620 11451 0
1469678794 2308 620 11451 0
1469679073 2338 620 11451 0
1469679085 2350 620 11451 0
1469679477 2354 620 11451 0
1469680591 2385 620 11451 0
1469693124 2385 620 11451 0
1469694839 2423 620 11451 0
1469697749 2490 620 11451 0
1469697773 2491 620 11451 0
1469697856 2493 620 11451 0
1469698006 2496 620 11451 0
1469698586 2499 620 11451 0
1469760894 2499 620 11451 0
1469761034 2504 620 11451 0
1469761076 2505 620 11451 0
1469761412 2532 620 11451 0
1469762576 2613 620 11451 0
1469764175 2689 620 11451 0
1469764257 2698 620 11451 0
1469765397 2713 620 11451 0
1469766064 2713 741 11451 0
1469766070 2713 741 11451 0
1469766697 2781 741 11451 0
1469767044 2890 741 11451 0
1469767706 2890 741 11451 0
1469767831 2931 741 11451 0
1469940991 2934 741 11451 0
1469942989 2934 856 11451 0
1470007320 2943 856 11451 0
1470010920 3184 856 11451 0
1470011179 3226 856 11451 0
1470011259 3242 856 11451 0
1470011307 3255 856 11451 0
1470018500 3363 856 11451 0
1470018668 3404 856 11451 0
1470019228 3413 856 11451 0
1470019470 3424 856 11451 0
1470019605 3429 856 11451 0
1470019994 3430 856 11451 0
1470020302 3431 856 11451 0
1470020766 3432 856 11451 0
1470021433 3448 856 11451 0
1470021589 3449 856 11451 0
1470022167 3489 856 11451 0
1470022952 3489 857 11451 0
1470022972 3489 857 11451 0
1470023098 3489 987 11451 0
1470047385 3489 1048 11451 0
1470089346 3489 1056 11451 0
