1468898915 0 1 0 0
1468974874 0 1 1 0
1468975019 0 1 2 0
1468976128 0 1 3 0
1468977851 0 1 3 1
1469501480 1 1 3 1
1469505148 2 1 3 1
1469505274 3 1 3 1
1469505397 4 1 3 1
1469505481 5 1 3 1
1469506341 6 1 3 1
1469506411 7 1 3 1
1469506553 8 1 3 1
1469507120 9 1 3 1
1469507818 10 1 3 1
1469508621 10 2 3 1
1469511371 11 2 3 1
1469511811 12 2 3 1
1469512003 13 2 3 1
1469512308 14 2 3 1
1469512418 15 2 3 1
1469512641 16 2 3 1
1469513146 17 2 3 1
1469513366 18 2 3 1
1469513480 19 2 3 1
1469514092 20 2 3 1
1469514103 21 2 3 1
1469515123 22 2 3 1
1469515168 23 2 3 1
1469516234 24 2 3 1
1469516755 25 2 3 1
1469516843 26 2 3 1
1469517130 27 2 3 1
1469517219 28 2 3 1
1469517532 29 2 3 1
1469524777 30 2 3 1
1469595606 31 2 3 1
1469595876 32 2 3 1
1469596001 33 2 3 1
1469596311 34 2 3 1
1469596430 35 2 3 1
1469597376 36 2 3 1
1469597467 37 2 3 1
1469599200 38 2 3 1
1469600043 39 2 3 1
1469600413 40 2 3 1
1469601525 41 2 3 1
1469602039 42 2 3 1
1469603932 43 2 3 1
1469604292 44 2 3 1
1469605783 45 2 3 1
1469667705 46 2 3 1
1469670626 47 2 3 1
1469674815 48 2 3 1
1469676507 49 2 3 1
1469676598 50 2 3 1
1469677676 51 2 3 1
1469678048 52 2 3 1
1469678758 53 2 3 1
1469678794 54 2 3 1
1469679073 55 2 3 1
1469679085 56 2 3 1
1469679477 57 2 3 1
1469680591 58 2 3 1
1469693124 59 2 3 1
1469694839 60 2 3 1
1469697749 61 2 3 1
1469697773 62 2 3 1
1469697856 63 2 3 1
1469698006 64 2 3 1
1469698586 65 2 3 1
1469760894 66 2 3 1
1469761034 67 2 3 1
1469761076 68 2 3 1
1469761412 69 2 3 1
1469762576 70 2 3 1
1469764175 71 2 3 1
1469764257 72 2 3 1
1469765397 73 2 3 1
1469766064 73 3 3 1
1469766070 73 4 3 1
1469766697 74 4 3 1
1469767044 75 4 3 1
1469767706 76 4 3 1
1469767831 77 4 3 1
1469940991 78 4 3 1
1469942989 78 5 3 1
1470007320 79 5 3 1
1470010920 80 5 3 1
1470011179 81 5 3 1
1470011259 82 5 3 1
1470011307 83 5 3 1
1470018500 84 5 3 1
1470018668 85 5 3 1
1470019228 86 5 3 1
1470019470 87 5 3 1
1470019605 88 5 3 1
1470019994 89 5 3 1
1470020302 90 5 3 1
1470020766 91 5 3 1
1470021433 92 5 3 1
1470021589 93 5 3 1
1470022167 94 5 3 1
1470022952 94 6 3 1
1470022972 94 7 3 1
1470023098 94 8 3 1
1470047385 94 9 3 1
1470089346 94 10 3 1
